"description","qid","item","wiki_name","name","label"
"American film production company","Q457893","http://www.wikidata.org/entity/Q457893","Amblin Entertainment","Amblin Entertainment","2"
"French of Italian origin racing car builder and driver (1899–1979)","Q2407259","http://www.wikidata.org/entity/Q2407259","Amédée Gordini","Amedeo Gordini","2"
"early German aviator (1886-1925)","Q97003","http://www.wikidata.org/entity/Q97003","Amelie Beese","Amelie Beese","1"
"literary award in the United States","Q463606","http://www.wikidata.org/entity/Q463606","American Book Awards","American Book Awards","1"
"comic","Q689770","http://www.wikidata.org/entity/Q689770","American Flagg!","American Flagg!","2"
"zone of American occupation in postwar Germany","Q55304","http://www.wikidata.org/entity/Q55304","American occupation zone in Germany","American occupation zone in Germany","1"
"American form of British ""Christmas pantomime""","Q4745508","http://www.wikidata.org/entity/Q4745508","American pantomime","American pantomime","1"
"record label","Q466592","http://www.wikidata.org/entity/Q466592","American Record Company","American Record Company","2"
"US record company 1929-1938","Q466599","http://www.wikidata.org/entity/Q466599","American Record Corporation","American Record Corporation","1"
"American record label","Q466649","http://www.wikidata.org/entity/Q466649","American Recordings (record label)","American Recordings","2"
"Iranian Karateka","Q121362839","http://www.wikidata.org/entity/Q121362839","Amir Hossein Fadakar","Amir Hossein Fadakar","1"
"military storage facility for ammunition or explosives","Q2153495","http://www.wikidata.org/entity/Q2153495","Ammunition dump","ammunition dump","0"
"painting by Caravaggio","Q474024","http://www.wikidata.org/entity/Q474024","Amor Vincit Omnia (Caravaggio)","Amor Vincit Omnia","2"
"type of paint","Q30595183","http://www.wikidata.org/entity/Q30595183","Amoriguard","Amoriguard","0"
"American record label","Q474627","http://www.wikidata.org/entity/Q474627","Amphetamine Reptile Records","Amphetamine Reptile Records","1"
"Haredi rabbi in Mandatory Palestine and Israel. He was one of the founders of the fiercely anti-Zionist Neturei Karta","Q2904171","http://www.wikidata.org/entity/Q2904171","Amram Blau","Amram Blau","1"
"neighborhood in Amsterdam, Netherlands","Q478185","http://www.wikidata.org/entity/Q478185","Amsteldorp","Amsteldorp","1"
"neighborhood in Amsterdam, Netherlands","Q478612","http://www.wikidata.org/entity/Q478612","Amsterdam Oud-West","Amsterdam Oud-West","1"
"neighborhood in Amsterdam, Netherlands","Q478614","http://www.wikidata.org/entity/Q478614","Amsterdam Oud-Zuid","Amsterdam Oud-Zuid","1"
"major river in Central Asia","Q8493","http://www.wikidata.org/entity/Q8493","Amu Darya","Amu Darya","0"
"Christian doctrine","Q2719772","http://www.wikidata.org/entity/Q2719772","Amyraldism","Amyraldism","0"
"1986 animated film directed by Don Bluth","Q1134678","http://www.wikidata.org/entity/Q1134678","An American Tail","An American Tail","2"
"painting by Domenico Ghirlandaio","Q23915","http://www.wikidata.org/entity/Q23915","An Old Man and his Grandson","An Old Man and his Grandson","2"
"organism living in the absence of oxygen","Q189790","http://www.wikidata.org/entity/Q189790","Anaerobic organism","anaerobic organism","0"
"original television technology that uses analog signals to transmit video and audio; in an analog television broadcast, the brightness, colors and sound are represented by rapid variations of either the amplitude, frequency or phase of the signal","Q258137","http://www.wikidata.org/entity/Q258137","Analog television","analog television","0"
"20th-century tradition of Western philosophy","Q183216","http://www.wikidata.org/entity/Q183216","Analytic philosophy","analytic philosophy","2"
"application of analytic philosophy to theology","Q55603881","http://www.wikidata.org/entity/Q55603881","Analytic theology","analytic theology","0"
"group of vertebrates consisting of amphibians and fish","Q485501","http://www.wikidata.org/entity/Q485501","Anamniotes","Anamniotes","0"
"pre-Socratic Greek philosopher","Q42458","http://www.wikidata.org/entity/Q42458","Anaximander","Anaximander","2"
"laws and legal institutions of Ancient Greece","Q404782","http://www.wikidata.org/entity/Q404782","Ancient Greek law","Ancient Greek law","1"
"ancient beliefs and practices of the Iranian peoples before the rise of Zoroastrianism","Q5959447","http://www.wikidata.org/entity/Q5959447","Ancient Iranian religion","Ancient Iranian religion","1"
"religion","Q21028568","http://www.wikidata.org/entity/Q21028568","Ancient Mesopotamian religion","Ancient Mesopotamian religion","1"
"monument of ancient days","Q3395377","http://www.wikidata.org/entity/Q3395377","Ancient monument","ancient monument","0"
"philosophical thought extending as far as early post-classical history","Q204100","http://www.wikidata.org/entity/Q204100","Ancient philosophy","ancient philosophy","0"
"form of Indo-European polytheism practised in the Roman civilization","Q337547","http://www.wikidata.org/entity/Q337547","Religion in ancient Rome","ancient Roman religion","1"
"form of poetry","Q12982033","http://www.wikidata.org/entity/Q12982033","Antati","Andhadhi","1"
"American tennis player","Q7407","http://www.wikidata.org/entity/Q7407","Andre Agassi","Andre Agassi","2"
"French cabinetmaker (1642-1732)","Q128964","http://www.wikidata.org/entity/Q128964","André-Charles Boulle","André Charles Boulle","2"
"writer (1955–2010)","Q518757","http://www.wikidata.org/entity/Q518757","André Geerts","André Geerts","1"
"German-American economic historian and sociologist who promoted dependency theory after 1970 and world-systems theory after 1984","Q58040","http://www.wikidata.org/entity/Q58040","Andre Gunder Frank","Andre Gunder Frank","0"
"German actor, film director and writer","Q63722","http://www.wikidata.org/entity/Q63722","André Hennicke","André Hennicke","1"
"French painter (1896–1987)","Q312529","http://www.wikidata.org/entity/Q312529","André Masson","André Masson","2"
"artist","Q522576","http://www.wikidata.org/entity/Q522576","André Roche","André Roche","1"
"French physicist and mathematician (1775–1836)","Q675","http://www.wikidata.org/entity/Q675","André-Marie Ampère","André-Marie Ampère","2"
"German author, photographer and Tibet researcher (1960–2018)","Q62986","http://www.wikidata.org/entity/Q62986","Andreas Gruschke","Andreas Gruschke","1"
"German musician","Q66717","http://www.wikidata.org/entity/Q66717","Andreas Staier","Andreas Staier","2"
"Greek actor and theatre director (1932–2010)","Q132205","http://www.wikidata.org/entity/Q132205","Andreas Voutsinas","Andreas Voutsinas","2"
"Soviet and Russian film director, screenwriter and film producer","Q55208","http://www.wikidata.org/entity/Q55208","Andrei Konchalovsky","Andrei Konchalovsky","2"
"Soviet and Russian film director, screenwriter, film editor, film theorist, theatre and opera director (1932–1986)","Q853","http://www.wikidata.org/entity/Q853","Andrei Tarkovsky","Andrei Tarkovsky","2"
"film director, screenwriter","Q53412","http://www.wikidata.org/entity/Q53412","Andres Veiel","Andres Veiel","2"
"Polish philosopher (1799–1878)","Q2625574","http://www.wikidata.org/entity/Q2625574","Andrzej Towiański","Andrzej Towiański","1"
"monument in the Munich suburb of Bogenhausen","Q504642","http://www.wikidata.org/entity/Q504642","Angel of Peace","Angel of Peace","1"
"Argentine actress","Q76789","http://www.wikidata.org/entity/Q76789","Ángeles Balbiani","Ángeles Balbiani","1"
"French film festival, annual in Angers","Q3069983","http://www.wikidata.org/entity/Q3069983","Angers European First Film Festival","Angers European First Film Festival","1"
"person who creates artworks featuring animals","Q5116158","http://www.wikidata.org/entity/Q5116158","Animalier","animalier","2"
"Islam view about animals","Q3503560","http://www.wikidata.org/entity/Q3503560","Animals in Islam","animals in Islam","1"
"genre of film that combines animation and documentary","Q4765076","http://www.wikidata.org/entity/Q4765076","Animated documentary","animated documentary","0"
"film for the cinema, television or computer screen that is made by using drawings, stop motion or computer animation","Q202866","http://www.wikidata.org/entity/Q202866","Animated film","animated film","0"
"musical professional","Q25535862","http://www.wikidata.org/entity/Q25535862","Animateur","animateur","1"
"person in charge of all aspects of the animation process during production of an animated film or segment","Q779815","http://www.wikidata.org/entity/Q779815","Animation director","animation director","0"
"type of technique used in animation","Q2850048","http://www.wikidata.org/entity/Q2850048","Animation photo transfer process","animation photo transfer process","0"
"production company that creates animation","Q1107679","http://www.wikidata.org/entity/Q1107679","Animation studio","animation studio","0"
"Australian anime streaming website","Q71245939","http://www.wikidata.org/entity/Q71245939","AnimeLab","AnimeLab","1"
"religious worldview","Q43004","http://www.wikidata.org/entity/Q43004","Animism","animism","0"
"form of web-based computer animation","Q4765220","http://www.wikidata.org/entity/Q4765220","Animutation","animutation","0"
"Japanese entertainment company","Q770328","http://www.wikidata.org/entity/Q770328","Aniplex","Aniplex","2"
"Swiss beauty pageant contestant","Q123957","http://www.wikidata.org/entity/Q123957","Anita Buri","Anita Buri","1"
"Swedish female alpine skier","Q1933","http://www.wikidata.org/entity/Q1933","Anja Pärson","Anja Pärson","2"
"Operatic soprano","Q64417","http://www.wikidata.org/entity/Q64417","Anja Silja","Anja Silja","1"
"sports club","Q556570","http://www.wikidata.org/entity/Q556570","Ankaraspor","Ankaraspor","1"
"automobile manufacturer","Q557064","http://www.wikidata.org/entity/Q557064","Anker (automobile)","Anker","1"
"Assamese plays","Q4766054","http://www.wikidata.org/entity/Q4766054","Ankia Naat","Ankia Naat","1"
"American author and producer","Q27167","http://www.wikidata.org/entity/Q27167","Ann Druyan","Ann Druyan","2"
"1991 film by Rustam Khamdamov","Q24340","http://www.wikidata.org/entity/Q24340","Anna Karamazoff","Anna Karamazoff","1"
"Austrian sculptor (1904-1988)","Q215588","http://www.wikidata.org/entity/Q215588","Anna Mahler","Anna Mahler","1"
"American fashion designer","Q262789","http://www.wikidata.org/entity/Q262789","Anna Sui","Anna Sui","2"
"Indian film studio","Q4768004","http://www.wikidata.org/entity/Q4768004","Annapurna Studios","Annapurna Studios","1"
"German non-fiction writer and writer (1925-2016)","Q106731","http://www.wikidata.org/entity/Q106731","Anne Ranasinghe","Anne Ranasinghe","1"
"annual film festival held in Annecy, France; similar to the Academy Awards","Q1408677","http://www.wikidata.org/entity/Q1408677","Annecy International Animation Film Festival","Annecy International Animation Film Festival","2"
"German-American textile artist, weaver and graphic designer, student and teacher at the Bauhaus (1899–1994)","Q86078","http://www.wikidata.org/entity/Q86078","Anni Albers","Anni Albers","2"
"Czech actress (1902–1987)","Q62618","http://www.wikidata.org/entity/Q62618","Anny Ondra","Anny Ondra","1"
"Greek nautical sports club","Q2869077","http://www.wikidata.org/entity/Q2869077","ANO Glyfada","ANO Glyfada","1"
"ritual act of putting aromatic oil on a person","Q641922","http://www.wikidata.org/entity/Q641922","Anointing","anointing","0"
"Music festival held annually in Abidjan, Ivory Coast","Q65157816","http://www.wikidata.org/entity/Q65157816","Anoumabo Urban Music Festival","Anoumabo Urban Music Festival","1"
"sports club","Q569036","http://www.wikidata.org/entity/Q569036","Ansbach Grizzlies","Ansbach Grizzlies","1"
"Hungarian scientist, live in Austria (born: 1937)","Q87449","http://www.wikidata.org/entity/Q87449","Antal Festetics","Antal Festetics","1"
"five cities on the rim of the Southern Ocean through which nearly all cargo and personnel bound for Antarctica pass.","Q111235034","http://www.wikidata.org/entity/Q111235034","Antarctic gateway cities","Antarctic gateway cities","0"
"feature film consisting of several different short films","Q336144","http://www.wikidata.org/entity/Q336144","Anthology film","anthology film","0"
"American thrash metal band","Q109871","http://www.wikidata.org/entity/Q109871","Anthrax (American band)","Anthrax","2"
"esoteric philosophy founded by Rudolf Steiner postulating the existence of an objective spiritual world accessible to human experience","Q184719","http://www.wikidata.org/entity/Q184719","Anthroposophy","anthroposophy","2"
"legislation designed to prevent discrimination against particular groups of people","Q221810","http://www.wikidata.org/entity/Q221810","Anti-discrimination law","anti-discrimination law","0"
"opposition to the conventional social, political, and economic principles of a society","Q1558113","http://www.wikidata.org/entity/Q1558113","Anti-establishment","anti-establishment","0"
"music genre that seeks to subvert the earnestness of politically charged 1960s folk music","Q574651","http://www.wikidata.org/entity/Q574651","Anti-folk","anti-folk","1"
